"","Year","Area","Street","Street.2"
"429",2011,"","South Parade Sutton Coldfield","South Parade Sutton Coldfield"
"430",2011,"","South parade Sutton Coldfield","South parade Sutton Coldfield"
"431",2011,"","South Parade Sutton Town centre","South Parade Sutton Town centre"
"432",2011,"","South Parade  Sutton Coldfield"," South Parade, Sutton Coldfield"
"433",2011,"","South Parade  Sutton Coldfield"," South Parade, Sutton Coldfield"
"434",2011,"","South parade  Sutton Coldfield"," South parade, Sutton Coldfield"
"435",2011,"","South Parade  Sutton Coldfield"," South Parade, Sutton Coldfield"
"436",2011,"","South parade  Sutton Coldfield"," South parade, Sutton Coldfield"
"437",2011,"","South Parade  Sutton Coldfield"," South Parade, Sutton Coldfield"
"438",2011,"","South parade  Sutton Coldfield"," South parade, Sutton Coldfield"
"439",2011,"","South Parade  Sutton Coldfield"," South Parade, Sutton Coldfield"
"440",2011,"","South Parade  Sutton Coldfield"," South Parade, Sutton Coldfield"
"441",2011,"","South Parade  Sutton Coldfield"," South Parade, Sutton Coldfield"
"442",2011,"","South parade  Sutton Coldfield"," South parade, Sutton Coldfield"
"443",2011,"","South parade  Sutton Town Centre"," South parade, Sutton Town Centre"
"444",2011,"","South Parade  Town Centre  Sutton Coldfield"," South Parade, Town Centre, Sutton Coldfield"
"445",2011,"","STORNAWAY ROAD CASTLE VALE","STORNAWAY ROAD CASTLE VALE"
"446",2011,"","STREETLEY ROAD ERDINGTON","STREETLEY ROAD ERDINGTON"
"447",2011,"","sumburgh croft","sumburgh croft"
"448",2011,"","Sutton Coldfield Town Centre","Sutton Coldfield Town Centre"
"449",2011,"","Sutton Coldfield Town Centre","Sutton Coldfield Town Centre"
"450",2011,"","Sutton New Road","Sutton New Road"
"451",2011,"","Sutton New Road Erdington","Sutton New Road Erdington"
"452",2011,"","SUTTON NEW ROAD ERDINGTON","SUTTON NEW ROAD ERDINGTON"
"453",2011,"","SUTTON NEW ROAD ERDINGTON","SUTTON NEW ROAD ERDINGTON"
"454",2011,"","Sutton New Road  Erdington  B ham"," Sutton New Road, Erdington, B'ham"
"455",2011,"","Sutton Parade","Sutton Parade"
"456",2011,"","SUTTON PARADE","SUTTON PARADE"
"457",2011,"","Sutton Parade","Sutton Parade"
"458",2011,"","Sutton Town centre","Sutton Town centre"
"459",2011,"","sutton town centre","sutton town centre"
"460",2011,"","sutton town centre","sutton town centre"
"461",2011,"","sutton town centre","sutton town centre"
"462",2011,"","Sutton Town Centre","Sutton Town Centre"
"463",2011,"","tedbury crescent","tedbury crescent"
"464",2011,"","Tesco s Express  Walsall Road  Four Oaks  Sutton Coldfield"," Tesco's Express, Walsall Road, Four Oaks, Sutton Coldfield"
"465",2011,"","The Parade","The Parade"
"466",2011,"","The Parade","The Parade"
"467",2011,"","The Parade","The Parade"
"468",2011,"","the parade sutton","the parade sutton"
"469",2011,"","THE PARADE SUTTON COLDFIELD","THE PARADE SUTTON COLDFIELD"
"470",2011,"","The Parade  Birmingham Road  Sutton Coldfield"," The Parade, Birmingham Road, Sutton Coldfield"
"471",2011,"","The Parade  Sutton Coldfield"," The Parade, Sutton Coldfield"
"472",2011,"","The Parade  Sutton Coldfield"," The Parade, Sutton Coldfield"
"473",2011,"","The Parade  Sutton Coldfield"," The Parade, Sutton Coldfield"
"474",2011,"","The Parade  Sutton Coldfield"," The Parade, Sutton Coldfield"
"475",2011,"","The Parade  Sutton Coldfield"," The Parade, Sutton Coldfield"
"476",2011,"","The Parade  Sutton Coldfield"," The Parade, Sutton Coldfield"
"477",2011,"","The Parade  Sutton Town Centre"," The Parade, Sutton Town Centre"
"478",2011,"","the parade","the parade...."
"479",2011,"","THE RIDGEWAY","THE RIDGEWAY"
"480",2011,"","The Ridgeway","The Ridgeway"
"481",2011,"","The Ridgeway","The Ridgeway"
"482",2011,"","The Swan PH","The Swan PH"
"483",2011,"","turnhouse Road","turnhouse Road"
"484",2011,"","Upper Holland Road","Upper Holland Road"
"485",2011,"","Victoria Rd","Victoria Rd"
"486",2011,"","Victoria Rd","Victoria Rd"
"487",2011,"","victoria rd","victoria rd"
"488",2011,"","Walsh Drive  Walmley  Sutton Coldfield"," Walsh Drive, Walmley, Sutton Coldfield"
"489",2011,"","Warren Farm Rd","Warren Farm Rd"
"490",2011,"","Warren Farm Road","Warren Farm Road"
"491",2011,"","whitehouse common rd","whitehouse common rd"
"492",2011,"","wilton Rd","wilton Rd"
"493",2011,"","Windsor House  Jarvis Road  Erdington"," Windsor House, Jarvis Road, Erdington"
"494",2011,"","Witton Lodge Road","Witton Lodge Road"
"495",2011,"","Witton lodge Road  erdington"," Witton lodge Road, erdington"
"496",2011,"","York Road","York Road"
"497",2011,"","Abdon Ave","Abdon Ave"
"498",2011,"","Alcester Road South","Alcester Road South"
"499",2011,"","alvechurch rd","alvechurch rd"
"500",2011,"","arden Road","arden Road"
"501",2011,"","ardencote fRoad","ardencote fRoad"
"502",2011,"","Ashley Close","Ashley Close"
"503",2011,"","balti spice Bristol rd South","balti spice Bristol rd South"
"504",2011,"","Barnes Hill","Barnes Hill"
"505",2011,"","Barrow House","Barrow House"
"506",2011,"","Bell Str.","Bell Str."
"507",2011,"","Birmingham New Str.","Birmingham New Str."
"508",2011,"","Birmingham New Str.","Birmingham New Str."
"509",2011,"","Birmingham New Str.","Birmingham New Str."
"510",2011,"","Birmingham Str.  Oldbury"," Birmingham Str., Oldbury"
"511",2011,"","Blandford Road","Blandford Road"
"512",2011,"","Bournbrook Road","Bournbrook Road"
"513",2011,"","Bournville Front Office","Bournville Front Office"
"514",2011,"","bournville front office","bournville front office"
"515",2011,"","bournville lane","bournville lane"
"516",2011,"","Bournville Lane","Bournville Lane"
"517",2011,"","Bournville lane front office","Bournville lane front office"
"518",2011,"","bowling green Road","bowling green Road"
"519",2011,"","Bristol Rd","Bristol Rd"
"520",2011,"","bristol rd","bristol rd"
"521",2011,"","bristol rd","bristol rd"
"522",2011,"","bristol rd","bristol rd"
"523",2011,"","bristol rd selly oak","bristol rd selly oak"
"524",2011,"","bristol rd south","bristol rd south"
"525",2011,"","bristol rd south","bristol rd south"
"526",2011,"","bristol rd sth","bristol rd sth"
"527",2011,"","Bristol Rd  Northfield"," Bristol Rd, Northfield"
"528",2011,"","Bristol Rd  Selly Oak"," Bristol Rd, Selly Oak"
"529",2011,"","Bristol Road","Bristol Road"
"530",2011,"","Bristol Road","Bristol Road"
"531",2011,"","Bristol Road","Bristol Road"
"532",2011,"","Bristol Road","Bristol Road"
"533",2011,"","Bristol Road","Bristol Road"
"534",2011,"","Bristol Road","Bristol Road"
"535",2011,"","bristol Road","bristol Road"
"536",2011,"","bristol Road","bristol Road"
"537",2011,"","Bristol Road","Bristol Road"
"538",2011,"","bristol Road","bristol Road"
"539",2011,"","bristol Road","bristol Road"
"540",2011,"","bristol Road","bristol Road"
"541",2011,"","bristol Road","bristol Road"
"542",2011,"","Bristol Road","Bristol Road"
"543",2011,"","Bristol Road Northfield","Bristol Road Northfield"
"544",2011,"","bristol Road selly oak","bristol Road selly oak"
"545",2011,"","Bristol Road selly Oak","Bristol Road selly Oak"
"546",2011,"","bristol Road selly oak","bristol Road selly oak"
"547",2011,"","Bristol Road South  Northfield"," Bristol Road South, Northfield"
"548",2011,"","Bristol Road South  Selly Oak"," Bristol Road South, Selly Oak"
"549",2011,"","Bristol Road  Selly Oak"," Bristol Road, Selly Oak"
"550",2011,"","Bristol Road  Selly Oak"," Bristol Road, Selly Oak"
"551",2011,"","Bristol Road  Selly Oak"," Bristol Road, Selly Oak"
"552",2011,"","bRoad Str.","bRoad Str."
"553",2011,"","bRoad Str.","bRoad Str."
"554",2011,"","bRoad Str.","bRoad Str."
"555",2011,"","BRoad Str.  City Centre"," BRoad Str., City Centre"
"556",2011,"","BRoad Str.  City Centre"," BRoad Str., City Centre"
"557",2011,"","Brook lane","Brook lane"
"558",2011,"","bunburry Road","bunburry Road"
"559",2011,"","bunburry Road","bunburry Road"
"560",2011,"","Burnhill Grove  Weoley Castle  Birmingham"," Burnhill Grove ,Weoley Castle ,Birmingham."
"561",2011,"","Car Park of Bournville lane P Stn","Car Park of Bournville lane P/Stn"
"562",2011,"","chinbrook Road  billsley"," chinbrook Road, billsley"
"563",2011,"","church hill nortthfield","church hill nortthfield"
"564",2011,"","Church Road","Church Road"
"565",2011,"","Compton Road  Cradley Heath"," Compton Road, Cradley Heath"
"566",2011,"","Costcutters  Ardern Road"," Costcutters, Ardern Road"
"567",2011,"","dawberry Road","dawberry Road"
"568",2011,"","Dawlish Road","Dawlish Road"
"569",2011,"","dingle club","dingle club"
"570",2011,"","doddington Road","doddington Road"
"571",2011,"","Dog Kennel Lane","Dog Kennel Lane"
"572",2011,"","dog pool lane","dog pool lane"
"573",2011,"","downfield drive","downfield drive"
"574",2011,"","Dudley bus station","Dudley bus station"
"575",2011,"","Dwellings Lane","Dwellings Lane"
"576",2011,"","EAFO","EAFO"
"577",2011,"","Edgbaston Cricket Ground","Edgbaston Cricket Ground"
"578",2011,"","edgbaston park Road","edgbaston park Road"
"579",2011,"","Exeter Rd   Hubert Rd","Exeter Rd / Hubert Rd"
"580",2011,"","fordhouse lane","fordhouse lane"
"581",2011,"","Four ACres  Quinton"," Four ACres ,Quinton."
"582",2011,"","Frogmill Road  Frankley"," Frogmill Road, Frankley"
"583",2011,"","genners lane","genners lane"
"584",2011,"","Glastonbury Road","Glastonbury Road"
"585",2011,"","great park rubery","great park rubery"
"586",2011,"","Griffins Brook Lane","Griffins Brook Lane"
"587",2011,"","Grosvenor Shopping Centre","Grosvenor Shopping Centre"
"588",2011,"","hagley Road","hagley Road"
"589",2011,"","hagley Road","hagley Road"
"590",2011,"","hagley Road","hagley Road"
"591",2011,"","Hagley Road","Hagley Road"
"592",2011,"","hagley Road","hagley Road"
"593",2011,"","Hagley Road","Hagley Road"
"594",2011,"","Hagley Road","Hagley Road"
"595",2011,"","Hagley Road","Hagley Road"
"596",2011,"","Hagley Road","Hagley Road"
"597",2011,"","Hagley Road  Edgbaston"," Hagley Road, Edgbaston"
"598",2011,"","Hagley Road  Eedgbaston"," Hagley Road, Eedgbaston"
"599",2011,"","Harborne Cricket club","Harborne Cricket club"
"600",2011,"","Harborne high st","Harborne high st"
"601",2011,"","Harborne High Str.","Harborne High Str."
"602",2011,"","Harborne High Str.","Harborne High Str."
"603",2011,"","Harborne High Str.","Harborne High Str."
"604",2011,"","Harborne Park Road","Harborne Park Road"
"605",2011,"","Harborne Police Station","Harborne Police Station"
"606",2011,"","Harbourne cricket club","Harbourne cricket club"
"607",2011,"","Hawkesley End","Hawkesley End"
"608",2011,"","Hawkesley Square","Hawkesley Square"
"609",2011,"","Hazelwell Str.","Hazelwell Str."
"610",2011,"","heathmill lane digbeth","heathmill lane digbeth"
"611",2011,"","herons wood","herons wood"
"612",2011,"","High St","High St"
"613",2011,"","High St Harborne","High St Harborne"
"614",2011,"","high st harborne","high st harborne"
"615",2011,"","high st northfield","high st northfield"
"616",2011,"","High Str. harborne","High Str. harborne"
"617",2011,"","High Str. Harborne","High Str. Harborne"
"618",2011,"","high Str. harborne","high Str. harborne"
"619",2011,"","high Str. harborne","high Str. harborne"
"620",2011,"","high Str. harbourne","high Str. harbourne"
"621",2011,"","High Str.  Harborne"," High Str., Harborne"
"622",2011,"","High Str.  Harborne"," High Str., Harborne"
"623",2011,"","Highfdield Lane","Highfdield Lane"
"624",2011,"","highfield lane","highfield lane"
"625",2011,"","Highfield Lane  Quinton"," Highfield Lane, Quinton"
"626",2011,"","Hoggs Lane  Northfield"," Hoggs Lane, Northfield"
"627",2011,"","Hollybank Road","Hollybank Road"
"628",2011,"","Holywood Bowl  Rubery"," Holywood Bowl, Rubery"
"629",2011,"","Home address","Home address"
"630",2011,"","Honnington Crescent  Northfield"," Honnington Crescent, Northfield"
"631",2011,"","jiggins lane","jiggins lane"
"632",2011,"","Jiggins Lane  Bartley Green"," Jiggins Lane, Bartley Green"
"633",2011,"","kembertone Road","kembertone Road"
"634",2011,"","Kings Norton Green","Kings Norton Green"
"635",2011,"","leech green rd","leech green rd"
"636",2011,"","leith grove","leith grove"
"637",2011,"","leith grove","leith grove"
"638",2011,"","Long Fellow Road","Long Fellow Road"
"639",2011,"","Longbridge Lane","Longbridge Lane"
"640",2011,"","Longbridge Lane","Longbridge Lane"
"641",2011,"","Longbridge Lane  West heath"," Longbridge Lane, West heath"
"642",2011,"","longham croft","longham croft"
"643",2011,"","Lottie Road","Lottie Road"
"644",2011,"","lutley grove","lutley grove"
"645",2011,"","Malins Road  Harborne"," Malins Road, Harborne"
"646",2011,"","manderville house","manderville house"
"647",2011,"","Marjoram Close  Hawksley"," Marjoram Close, Hawksley"
"648",2011,"","Masshouse Lane","Masshouse Lane"
"649",2011,"","Masshouse Lane","Masshouse Lane"
"650",2011,"","maypole lane","maypole lane"
"651",2011,"","merritts hill","merritts hill"
"652",2011,"","metchley lane","metchley lane"
"653",2011,"","moat Road","moat Road"
"654",2011,"","Mounbatten House  Wyndham Road"," Mounbatten House, Wyndham Road"
"655",2011,"","NEW STREET BR","NEW STREET BR"
"656",2011,"","new Str. station","new Str. station"
"657",2011,"","Nortb Worcester Golf Club","Nortb Worcester Golf Club"
"658",2011,"","North Str.  Harborne"," North Str., Harborne"
"659",2011,"","North Str.  Harborne"," North Str., Harborne"
"660",2011,"","Northfield High Str.","Northfield High Str."
"661",2011,"","Northfield High Str.","Northfield High Str.."
"662",2011,"","oakridge Road northfield","oakridge Road northfield"
"663",2011,"","Oddingley Road","Oddingley Road"
"664",2011,"","Oddingley Road  West heath"," Oddingley Road, West heath"
"665",2011,"","Paradise Forum  Birmingham"," Paradise Forum ,Birmingham."
"666",2011,"","parsons hill","parsons hill"
"667",2011,"","pershore Road","pershore Road"
"668",2011,"","pershore Road","pershore Road"
"669",2011,"","pershore Road","pershore Road"
"670",2011,"","pershore Road","pershore Road"
"671",2011,"","pershore Road","pershore Road"
"672",2011,"","Pershore Road","Pershore Road"
"673",2011,"","Pershore Road","Pershore Road"
"674",2011,"","pershore Road","pershore Road"
"675",2011,"","pershore Road","pershore Road"
"676",2011,"","pershore Road","pershore Road"
"677",2011,"","pershore Road","pershore Road"
"678",2011,"","Pershore Road South  Kings Norton"," Pershore Road South, Kings Norton"
"679",2011,"","Poole Crescent  Harborne"," Poole Crescent, Harborne"
"680",2011,"","poplar avenue","poplar avenue"
"681",2011,"","Portlands Road","Portlands Road"
"682",2011,"","Princethorpe Road","Princethorpe Road"
"683",2011,"","QE Casualty","QE Casualty"
"684",2011,"","qe hospital","qe hospital"
"685",2011,"","QE Hospital","QE Hospital"
"686",2011,"","quality hotel","quality hotel"
"687",2011,"","Queen Elizabeth Hospital","Queen Elizabeth Hospital"
"688",2011,"","Raddlebarn Road","Raddlebarn Road"
"689",2011,"","richmond hill Road","richmond hill Road"
"690",2011,"","Richmond Road","Richmond Road"
"691",2011,"","Rose Road","Rose Road"
"692",2011,"","Rose Road  Harborne"," Rose Road, Harborne"
"693",2011,"","Sainsburys  Frankley Beeches Rd  Northfield"," Sainsburys, Frankley Beeches Rd, Northfield"
"694",2011,"","selcroft ave","selcroft ave"
"695",2011,"","Shannon Rd  Kings Norton"," Shannon Rd, Kings Norton"
"696",2011,"","shawbrook grove","shawbrook grove"
"697",2011,"","shell forecourt bristol rd","shell forecourt bristol rd"
"698",2011,"","Sir Hiltons Road  West Heath"," Sir Hiltons Road, West Heath"
"699",2011,"","Snax 24 forcourt","Snax 24 forcourt."
"700",2011,"","Solihull High Str.","Solihull High Str."
"701",2011,"","Solihull High Str.  Outside Rosies","Solihull High Str.. Outside Rosies."
"702",2011,"","stanley Road quinton","stanley Road quinton"
"703",2011,"","Stone Road  Edgbaston"," Stone Road, Edgbaston"
"704",2011,"","stonehouse lane","stonehouse lane"
"705",2011,"","Stratford Road  Sparkbrook  Birmingham"," Stratford Road ,Sparkbrook ,Birmingham."
"706",2011,"","The Fold","The Fold"
"707",2011,"","The Fold  Kings Norton"," The Fold, Kings Norton"
"708",2011,"","The Jester PH","The Jester PH"
"709",2011,"","The Parade Queensway  City  Centre"," The Parade Queensway, City  Centre."
"710",2011,"","The Royal Oak Public House  Pershore Road"," The Royal Oak Public House, Pershore Road"
"711",2011,"","Three Horshoes PH","Three Horshoes PH"
"712",2011,"","Three Shires Oak Road","Three Shires Oak Road"
"713",2011,"","Three shires Road","Three shires Road"
"714",2011,"","trescotte Road","trescotte Road"
"715",2011,"","turves green","turves green"
"716",2011,"","unknown","unknown"
"717",2011,"","valbourne Road kings heath","valbourne Road kings heath"
"718",2011,"","Vicarage Road  Kings heath"," Vicarage Road, Kings heath"
"719",2011,"","Vineyard Road  Northfield"," Vineyard Road, Northfield"
"720",2011,"","war lane","war lane"
"721",2011,"","Watford Rd  Cotteridge"," Watford Rd, Cotteridge"
"722",2011,"","weolly castle Road","weolly castle Road"
"723",2011,"","Westminster Road","Westminster Road"
"724",2011,"","Wolverhampton Str.","Wolverhampton Str."
"725",2011,"","Woodhouse Road  Quinton"," Woodhouse Road, Quinton"
"726",2011,"","Woodmeadow Road","Woodmeadow Road"
"727",2011,"","worlds end lane","worlds end lane"
"728",2011,"","worlds end lane","worlds end lane"
"729",2011,"","Worlds End Lane Quinton"," Worlds End Lane,Quinton"
"730",2011,"","Worlds End Lane Quinton"," Worlds End Lane,Quinton"
"731",2011,"","Acardian Centre","Acardian Centre"
"732",2011,"","Adderley Road","Adderley Road"
"733",2011,"","Air Night Club","Air Night Club"
"734",2011,"","Albert Road  Handsworth  Birmingham"," Albert Road, Handsworth, Birmingham"
"735",2011,"","Arcadia Centre  Birmingham city centre"," Arcadia Centre, Birmingham city centre"
"736",2011,"","arcadian","arcadian"
"737",2011,"","Arcadian","Arcadian"
"738",2011,"","Arcadian Birmingham City Centre","Arcadian Birmingham City Centre"
"739",2011,"","Arcadian center  Birmingham"," Arcadian center, Birmingham"
"740",2011,"","Arcadian Centre","Arcadian Centre"
"741",2011,"","Arcadian centre","Arcadian centre"
"742",2011,"","Arcadian centre","Arcadian centre"
"743",2011,"","Arcadian Centre","Arcadian Centre"
"744",2011,"","Arcadian Centre","Arcadian Centre"
